code_path,type,sha256,linked_experiments,link_status,notes
research/strategies/results/ETX1/check_test_etx.py,code;config_or_parameter_source,d92115dcc83daeb782ac3671f417d3d9fe813f9f63f621369222172d5ee808bc,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX1/diag.py,code;config_or_parameter_source;inference_script,65c563964aabc16f708e95568bc5c1b77672755c6516b9892968d09a794b3f36,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX1/lofo_etx.py,code;config_or_parameter_source;ensemble_script,848ca546297f4c45e2e1e3159bb42ac87f7ce9e7f9eab8b95f47e1b2fd34cac2,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX1/make_submission.sh,code;config_or_parameter_source;inference_script;submission,18ee203f76d83ed774aed9d13f6b4b2d31d747c902640f16e768c30e58fd1277,team_a_current:exp_036,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX1/register.py,code;config_or_parameter_source,cd5c29769f63e953a7ef049558cdefcadbf78fd9494f2f3fa4c8be2674ada3cf,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX1/run.sh,code;training_script,1dcc158e9d0c4ced525463f30bc39e90b8596bccb872547e036ac487f5edfd03,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/build_etx_avg.py,code;config_or_parameter_source;ensemble_script,a5def4c287b4fca5d615939da2084b5d994df00bf1955408421d23ee7a9d85fe,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/check_test_etx2.py,code;config_or_parameter_source,5ce82df667c5b022f0b70ad11abd1938be02392af1736c663f1a31fc5c125772,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/common.py,code;config_or_parameter_source;feature_generation_script,e6443d16bf8dc4d42ca807192d4648ed734dcaa1ae400a5f0ec0736c21076e26,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/depth_fix.py,code;config_or_parameter_source;inference_script,3d67a973e24234106e293178490bb24b6357ec2cdaf8dfe3fa5da53755f0a3af,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/lofo2.py,code;config_or_parameter_source;ensemble_script,9f481cea8d9e6a0e6cead6cb393858846da69cc43a35e77eba72105b2f92017c,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/make_submission.sh,code;config_or_parameter_source;inference_script;submission,67f12fcf48d647f16b0eea2af056c6ac22e3501e5bc0b8ed203a9f2341cbdf4c,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/pull_a10.sh,code;config_or_parameter_source,67c9b44a5dceab826d40677eaee71cb3246dccbb663c6237ec7a83f7c231b558,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/regime.py,code;config_or_parameter_source;ensemble_script,6f03e98bd5ee204d3f113e8391727046707db061efda3a0900f990cce1dfd613,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/run_a10.sh,code;config_or_parameter_source;training_script,2aa8d633c8cf5248c70fa760fbecac499cab1b57c5d557f2cdf54bcfc9e7cb5e,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/run_all.sh,code;config_or_parameter_source;ensemble_script;training_script,b3e56bed9b615121971e6b4319d61f9fcba935e2fd15eafb4976dfb68b447cb2,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/run_local.sh,code;training_script,53af0ca6260a9eec127e9af270efd62aac8994446fd40ec9768c3f067cf9c646,team_a_current:exp_037,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/segblend.py,code;config_or_parameter_source;ensemble_script,2257eaadf7681b168db68afbcb3a5f603a152e56a87a36be77fe2cb24f297be3,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/ETX2/summary.py,code;config_or_parameter_source;ensemble_script,69bbedc5e67c19302cf87f06c15bd0776025334f9a47e086bd7bae9c9d2546c4,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/FNL1/analyze.py,code;config_or_parameter_source,fa07d2fdd6266f595b066a98436c9bf6fa7d7e4db2ef296ea21bc6de10315ef0,team_a_current:exp_038,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/FNL1/run.sh,code;config_or_parameter_source;training_script,909bda8a6e28f98ef84cb5f89b25e26e6cc21b83f492641fbfe7ee6eb368f36d,team_a_current:exp_038,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/FNL1/run_ctrl.sh,code;config_or_parameter_source;training_script,4bea179abaa7b8d9d1d2d181a89baf557d04f128ae34e69887ef436837266074,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/FNL1/run_makeup.sh,code;config_or_parameter_source;training_script,175c44d97b4a292bb487b27789eeca946fe378dd5aca7e6c102ac2cc63b2bfd4,team_a_current:exp_038,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/LEVEL_MINUS_006_EXP060/build_level_minus_006.mjs,code;ensemble_script;inference_script,50d7ea366ab56eb019c1c689c0b666e812ddca488294fe2c69c1349bff777c4d,team_a_current:exp_060,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MHZ/analyze.py,code;config_or_parameter_source,55dde1dfae71618fddc00691f76262d8eb46f90ecc1498cb117d9aa0b0e7ecd6,team_a_current:exp_024,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MHZ/run.sh,code;ensemble_script;training_script,c034a439094fc2b2158e462e71ad10c6ed0937fe567208d1366d9c235c26a6c1,team_a_current:exp_024,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/build_d3a_avg3.py,code;config_or_parameter_source;ensemble_script,04011a4a2e400ba2d1cd80a12b5593d7844b3e4559d6efef0cafe30d35ade4fe,team_a_current:exp_035,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/check_test_seeds.py,code;config_or_parameter_source,2447cc2a85ce6810528704d1b479b6eda7ad25eb0efbdd8b4b97fcd3a2c378ec,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/lofo_mix.py,code;config_or_parameter_source;ensemble_script,14dca26f9c525dfa7e4ad4194978646ad68c0bbb9d9b8fb98f723127d26f5e42,team_a_current:exp_035,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/make_submission.sh,code;config_or_parameter_source;inference_script;submission,151cf8bedfd55dc009d26fd29e19133162d10fd2e74be00b3b85c875a73096d0,team_a_current:exp_035,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/push_pull.sh,code;config_or_parameter_source,459d42200ef301d07f09e1c9a51032c75f534e15bfba06613e49e9e8c88c9f18,team_a_current:exp_035,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/run_test_models.sh,code;config_or_parameter_source;inference_script;training_script,df6a52fba32763860341aac10605cb06894c65a3971beeac6ca9cb3d0827902c,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/seed_noise.py,code;config_or_parameter_source;ensemble_script,fcc205e4de2baaacdb1ed3455d3ff950e884281d8e9d93ba8a920dd37016562e,team_a_current:exp_035,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/setup_server.sh,code,00f7d6fba5f3e3f1aa1febce876545d5bf16e9fbf71460b5852bc4c00ab5d20c,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/MIX9/verify_submission.py,code;config_or_parameter_source;inference_script;submission,359ce704546c6a83a08247c33829296fb78fcf3c35a315e5c85466fa44e5df59,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ/analyze.py,code;config_or_parameter_source;ensemble_script,a2f8d484c12eb0ffffb74e7f909a947ad6fb54b1712baf7cef48c9d409972027,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ/run.sh,code;ensemble_script;inference_script;training_script,a01ba80864b725180791fb3bbc8bb55183f21f4adbfb452c2046ef6ef99c8000,team_a_current:exp_025,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ2/analyze_avg.py,code;config_or_parameter_source;ensemble_script,515bd27593e9706d85b64704d0e30cc7102a2bcd0ab34b8675205e948d268c7a,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ2/pull_and_eval.sh,code;config_or_parameter_source;ensemble_script,9550b4c6fb235014a78206d17819b41a14261359029cdceddf82e2fb2f6d19ed,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ2/run.sh,code;config_or_parameter_source;ensemble_script;inference_script;training_script,77a9260cff141f81fcb4e7376828c13fa8e3558b20d02901a9e63eaf3219c3dd,team_a_current:exp_026,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ3/decompose_test.py,code;config_or_parameter_source;inference_script,c5be2e7f4002e533bfdf46f2f238059b30848aa3509d14117c1653dc73f9ce9e,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ3/lofo.py,code;config_or_parameter_source;ensemble_script,bae35eadf2638b5677c18712ae3a1047b2ac35ee80d5ae82ac5da90febfd8bbc,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ3/run.sh,code;config_or_parameter_source;training_script,123bbec2520ab1525c0c32fca4f19af2fd835ecdbff32b5f734de6446bdab321,team_a_current:exp_027,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ3/stress.py,code;config_or_parameter_source,e7fd548cdba256a54c6f03ae7689a1e6a2afcc87a4f383f1e4cf66af2d337a3d,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/crossdepth.py,code;config_or_parameter_source,64debca562cf77baf17d71952af6f2461c4eab3bccddacb6a832ff50b4872c1b,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/diag.py,code;config_or_parameter_source;ensemble_script,849941a6dbd7f4b6956718da45bf9b9386e976938fb32ce2e6bd768897975cbd,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/probe.sh,code;config_or_parameter_source,843c70ba9647c59983c85b965e83997ebe93105e26c967e833f88768da139b0a,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/run.sh,code;config_or_parameter_source;training_script,68ef8ef9a9dd0081f8ab202d8b312db39e8a26f341b4cba78eb6ccaaf97f97cb,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/stage1.sh,code;config_or_parameter_source,7db57a75bce3775543110887158e216773d61b789cdc228dac2448d370443ec6,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/stage2.sh,code;config_or_parameter_source,83db4655f18a8a78e93d436ab2be9bbebe78d31d6a590c3b81c36db8425cf783,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ4/stage3.sh,code;config_or_parameter_source;ensemble_script,f534f5db1fc1d211dd003452693cd785d0adf53f4ca690abcc2fd59806f7b3cd,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ5/analyze.py,code;config_or_parameter_source,0e17b0aacc63bb78c17edd149924e8b4cab7b743709f5e4e4dea9bbea8e6776d,team_a_current:exp_030,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ5/depth_table.py,code;config_or_parameter_source,93594145ed03281ce60d2050c58994846b44d2cb2c73826d52479e70c874d625,team_a_current:exp_030,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ5/diag.sh,code;config_or_parameter_source,c5015b6b9661917e7073d9e4f7cecfbf28e8e3bf30656bc4f101e74d5bcb0871,team_a_current:exp_030,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ5/run.sh,code;config_or_parameter_source;training_script,f8741368f5d50159e7776c7ff7788bbe4d856fc8289a9c6edfdfddc382a14afc,team_a_current:exp_030,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ6/diag.sh,code;config_or_parameter_source,c9c44d4f3294e31d89078f621424f73376b6c8b378326028235caf1a51d7319f,team_a_current:exp_030b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ6/run.sh,code;training_script,3a2a7ddc07839ec7af2e22d5d60e5e363a978de5366e958ebdaf119998549139,team_a_current:exp_030b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ6/seed_pair.py,code;config_or_parameter_source,c9ad66d2168b182025d0d46a5d232ed73e853093c7768f59de39a65628b33bcb,team_a_current:exp_030b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ6/truncation_noise.py,code;config_or_parameter_source;training_script,fc57f7ece2a5493b66f30986e10aa80455890a07cb9cf8ac59da50cd5d2d5940,team_a_current:exp_030b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ65_TEMPORAL_HEAVY/build_submission.py,code;config_or_parameter_source;ensemble_script;inference_script;submission,d874c4fb6c7bd4543cb18df34d3792e76fcd609836a44daddb238df05890c58c,team_a_current:exp_059,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/diag_g1.sh,code;config_or_parameter_source,2f7c638fc9ee9d39f8fc05e7396701c351308108d6b885da567e2f2b9866f496,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/diag_g2.sh,code;config_or_parameter_source,7ac75a94468bc4e7874b74427e6ea81856e7b36d2d978fe62b803ab99690ae07,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/multiseed.py,code;config_or_parameter_source,9fbd1badff9dbaa7c4dcbcbd3e04a106d5085c7b6992b40bbaa98f01f4a98f6e,team_a_current:exp_030c,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/run_g1.sh,code;config_or_parameter_source;training_script,22f8981dc2604b4f77aa0f8ef04964faef4c92761998403341c56131e141d48d,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/run_g2.sh,code;config_or_parameter_source;training_script,fcace611bcdecba97f61eef369538d1065ba40d740e9dc8c329db2eb165d307b,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ7/s04_folds.py,code;config_or_parameter_source,1176eefb6ce7fe679e36478da2c34440f6a1cb80819fb052a63797eb65da7dab,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ8/mix_diversity.py,code;config_or_parameter_source;ensemble_script,10f4c8c20967e07b39b5f68d7c223cc6888e345f775c19f0559cc4105fc43ff4,team_a_current:exp_032b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/SEQ8/prod_folds.py,code;config_or_parameter_source,6f2770cd4b173229058eb0d9a71c31f0e4992076e4e5f4818b39b0c3f24032e2,team_a_current:exp_032b,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/STRATEGY_04/run.sh,code;config_or_parameter_source;ensemble_script;training_script,6c15d473ac1e6fe7732617abfbc4c31dfcf33bb91e9b5ab7feb661887a9119a2,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
research/strategies/results/STRATEGY_08/run.sh,code;config_or_parameter_source;training_script,664ede01a6577a34c07ce606d54642636c7d7b10cbfd3a6654503dbb699ab015,team_a_current:exp_021,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/__init__.py,code,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,shared_pipeline_dependency,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/adversarial.py,code;config_or_parameter_source;inference_script;training_script,b59a3565c5bc5fbfce3d862c2896017e3f5151b068827ea1f9736eeb1f8bc345,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/anchor.py,code,c248f583f334e67f80d03c7e4be9ef1416739439cf3790f5acb3b1a9617700ac,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/authoritative_latest_audit.py,code;config_or_parameter_source;ensemble_script;inference_script;leaderboard_evidence_candidate,ee9dc556acce27d7193d60c36a731cce2de1c49ca4973d77830ea4c8ba2df261,team_a_current:exp_067,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/blend.py,code;ensemble_script,de0c325c07425ef23e107675816f4ee7fca0bbfc2ca88193d15cbfb18197d739,team_a_current:exp_025,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/block4_saf.py,code;config_or_parameter_source;feature_generation_script;inference_script;training_script,65f6a441987e2e0099233076429c67ee068e8a628c3b2a5dc248290427afe1ff,team_a_current:exp_039,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/btyd05_production.py,code;config_or_parameter_source;inference_script,4be1d59b0bd9293bfa92f8c366783ac56a47cd2ca9757d8ea8fbeba8449a62ed,team_a_current:exp_050,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/btyd_day_bgnbd.py,code;config_or_parameter_source;ensemble_script;feature_generation_script;inference_script,0a1c00a12e1659546bcde37fd7b2bc086914eb086e07a1711d6a364726ce8810,team_a_current:exp_047,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/btyd_exp051.py,code;config_or_parameter_source;ensemble_script;inference_script,a24d4e49843f584871d8e94bdbbc3ce0e601d653c1ff379b32c7edce81a6d767,team_a_current:exp_051,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/btyd_stable_fit.py,code;config_or_parameter_source;training_script,65e4ce3a68766332cc850adc1edbf4dc3b932706e7670a1d8f062afab9fc90cc,team_a_current:exp_051,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/burst_gap_etx.py,code;config_or_parameter_source;ensemble_script;inference_script;training_script,35a16900299d9a00dbd52f7e40b9d0ca2124f843056f60908e1e2cae6cb13bfa,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/buyctrl_det.py,code;config_or_parameter_source;ensemble_script;inference_script;training_script,505e5997ee4d3e1f62e36edc5c12cc8323ec6a6a69e293b1711bc28077958582,team_a_current:exp_045,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/calibrate.py,code;postprocessing_script,94ec6bbb6b4898fb76b46f17b22d2bac9d43e4d56d79d904211244eddbf6418c,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/calval.py,code;config_or_parameter_source;ensemble_script;feature_generation_script;inference_script;training_script,d791fcfb34ab24d3b09b76e96f0b6bc16700d354ab36693f691004ac96499d0d,independent_renewal:exp_027,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/channel_shapley_split.py,code;config_or_parameter_source;ensemble_script;inference_script;training_script,7a79919ebbde439b468a6a86cd8b800a501ce9a5e950bbf231944a878a765154,team_a_current:exp_052,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/config.py,code;config_or_parameter_source;inference_script,8dd82be5291da32971ac285b13e3eb02c5702bc0e5eaec9152e7002159dcf324,team_a_current:exp_016;team_a_current:exp_017;team_a_current:exp_018;team_a_current:exp_028;team_a_current:exp_030;team_a_current:exp_041;team_a_current:exp_043;team_a_current:exp_044;team_a_current:exp_047;team_a_current:exp_058;team_a_current:exp_062;team_a_current:exp_064;team_a_s2:exp_009;team_a_s2:exp_010;team_a_s2:exp_011;team_a_s2:exp_012;team_b_core:exp_002;team_b_core:exp_003;team_b_core:exp_004;team_b_core:exp_005;team_b_core:exp_006;team_b_core:exp_007;team_b_core:exp_008;team_b_core:exp_009;team_b_core:exp_010;team_b_core:exp_011;team_b_core:exp_012;team_b_core:exp_013;team_b_core:exp_014;team_b_core:exp_015;team_b_core:exp_016;team_b_core:exp_017;team_b_core:exp_018;team_b_core:exp_019;team_b_core:exp_020;team_b_core:exp_021;team_b_core:exp_022;team_b_core:exp_023;team_b_core:exp_024;team_b_core:exp_025;team_b_core:exp_026;team_b_core:exp_028;team_b_core:exp_029;team_b_core:exp_034,linked_to_primary_report,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/cv_lb.py,code;config_or_parameter_source;ensemble_script;inference_script;leaderboard_evidence_candidate,f103adc7d27cf95feb3dff8eae409dc8d019fad1aa17fdc43fc1968afb7c6b27,unknown,no_explicit_primary_report_link,An absent explicit link does not prove the script was unused; it is an orphan candidate.
src/data.py,code;config_or_parameter_source,af9583283b2fca45eac4eed920ccf69bee7c331d6f5a83be17eb770903fd1f46,unknown,shared_pipeline_dependency,An absent explicit link does not prove the script was unused; it is an orphan candidate.
