experiment_id,namespace,local_id,canonical_name,family_inferred,date_reported,hypothesis_reported,change_reported,facts_reported,interpretation_reported,config_reported,cv_candidate,delta_candidate,lb_candidate,runtime_candidate,verdict_reported,source_ref,source_path,clean_evidence_path,sha256,evidence_tier
team_a_current:exp_025,team_a_current,exp_025,exp_025 — SEQ-01: энкодер сырой дневной последовательности (dilated TCN),neural_sequence_models,2026-08-13,"`exp_021` закрыл новые **функции** от тех же событий (личное время: −0.000006 wCV),
`exp_024` — новую **разметку** будущего (multi-horizon hazard + счёт: +0.00286).
Осталась третья ось. 227 признаков `S1-E10` — это оконные агрегаты, то есть
свёртка истории **фиксированными box-ядрами** (`w7..w365`, `rec_*`, `trend_*`).
Проверяется ровно одно: **теряется ли полезная информация именно при агрегации
временного ряда?**

Модель получает не агрегаты, а сырую дневную последовательность 365 дней перед
cutoff'ом, и ровно одну голову `z30 = log1p(GMV в (T, T+30])`. Ни hazard, ни
count, ни multi-task — `exp_024` уже показал, что эти таргеты поверх текущего
представления нового сигнала не дают, и их присутствие смешало бы два вопроса.","Вход модели: вместо 227 агрегатов — плотная дневная панель 17 × 365 (14 сырых
каналов + `avail`/`dow_sin`/`dow_cos`). Всё остальное — схема валидации, панели,
таргет, метрика, уровень — без изменений.","**Одиночная модель — хуже, разнообразие — рекорд проекта, смесь — выигрывает.**

| | wCV | Δ к `S1-DIST-MIX` | AUC(y>0) |
|---|---|---|---|
| `S1-DIST-MIX` (боевая смесь) | **1.74948** | — | 0.84334 |
| `S1-ROUNDS` (лучший одиночный табличный) | 1.75108 | +0.00159 | 0.84310 |
| **`SEQ-01`** | **1.75270** | **+0.00322** | 0.84205 |

Пофолдово `SEQ-01`: 1.77057 / 1.76475 / 1.75352 / 1.74704. Отставание растёт к
позднему фолду (+0.00144 → +0.00391).

**Разнообразие** (пол сидов `Var(Δ)=0.00712`, corr остатков `0.99885`, `exp_018`):

| против | `Var(Δ)` | × пола | corr остатков |
|---|---|---|---|
| `S1-E10` | 0.04689 | **6.59** | 0.99242 |
| `S1-DIST-MIX` | 0.03749 | **5.27** | 0.99393 |
| контроль: `S1-ROUNDS` против смеси | 0.00685 | **0.96** | 0.99889 |

Контрольная строка решающая: **лучшая табличная модель на тех же признаках
отличается от боевой смеси ровно на пол сидов** — ещё один GBDT неотличим от
переcида. Прежний рекорд разнообразия проекта — 0.0132 (1.85× пола) у `S1-DIST`;
`exp_021` дал 0.00270, то есть **ниже** пола.

Подстановка в слот `S1-E10` при неизменных весах 0.15/0.30/0.10/0.45:
`S1-ROUNDS` → −0.000005 (2/4), `SEQ-01` → **−0.000767 (4/4)**.

**Смесь, LOFO** (веса подобраны без отложенного фолда, проверены на нём):

| вариант | честный выигрыш | в выборке | фолдов | `S1-E03a` |
|---|---|---|---|---|
| свободные веса | −0.00131 | −0.00137 | 4/4 | **обнуляется — запрещено (`MIX-E11`)** |
| `S1-E03a` = 0.10 зафиксирован | **−0.00106** | −0.00115 | **4/4** | 0.10 |

Пофолдово: −0.00177 / −0.00154 / −0.00126 / **−0.00075** — выигрыш есть и на
решающем фолде 10-16. Честная и внутривыборочная оценки расходятся на 0.00009,
плато 28 комбинаций из 1330: **подбор веса не является источником выигрыша.**","### `CONTINUE`

По гейту постановки: `ACCEPT` требовал LOFO ≤ −0.002 — **не выполнен** (−0.00106
при фиксированной страховке, −0.00131 при свободных весах). `REJECT` требовал
«LOFO не даёт ничего» и «остатки почти совпадают с GBDT» — **опровергнут обоими
числами**. Выполнено условие `CONTINUE`: одиночная модель близка к базе,
разнообразие остатков высокое, LOFO-выигрыш устойчив на **4 фолдах из 4,
включая 2025-10-16**.

Отдельно: по порогам `exp_016` −0.00106 попадает в полосу −0.0020…−0.0005
(«в разработку»), а не в полосу отправки.

### Есть ли в сырой последовательности новый signal, которого нет в текущих оконных агрегатах?

**Да, но это сигнал разнообразия, а не сигнал ранжирования.**

Что НЕ подтвердилось: сеть не научилась предсказывать лучше. `AUC(y>0)` −0.00129
при требуемых по обменному курсу +0.003…+0.008; ни один целевой сегмент не
улучшился (`rec_buy` 15-60 −0.00093, полоса 2-15 −0.00184, пересечение −0.00130);
одиночный wCV хуже на +0.00322. Порядок событий внутри окна не даёт того, чего
не дают `w7..w365` и `rec_*` — в этом узком смысле агрегация почти достаточна.

Что подтвердилось: сеть ошибается **иначе**. Из сырых рядов, без единого из 227
признаков, она строит функцию, чьи остатки коррелируют со смесью на 0.99393 —
при том что потолок «два сида одной конфигурации» равен 0.99885, а лучшая
табличная альтернатива этот потолок не пробивает вовсе (0.99889). Пять с
половиной пола сидов разнообразия конвертируются в устойчивые −0.00106 wCV,
которых **никаким переcидом или переподбором ёмкости GBDT получить нельзя** —
это прямо измерено подстановкой в один и тот же слот (−0.000005 против −0.000767).

Прирост смеси равномерен по всем сегментам (на 10-16 при w=0.30: ВСЕ −0.00102,
`rec_buy` 15-60 −0.00132, полоса 2-15 −0.00113, «никогда не покупал» −0.00156) —
подпись снижения дисперсии, а не нового сигнала в конкретной страте.

Итог: **представление истории — первая за четыре эксперимента ось, давшая
измеримый устойчивый выигрыш**, но берётся он декорреляцией ошибок, а не
качеством одиночного прогноза.","Модель: 8 причинных dilated residual-блоков (dilation 1..128, kernel 3,
pre-LayerNorm → GLU → 1×1), hidden 64, 245 633 параметра, рецептивное поле
511 дней ≥ окна 365; pooling `[последняя позиция ‖ mean ‖ max]`; голова MLP.
Обучение: AdamW lr 3e-3 (cosine, warmup 300), wd 1e-2, dropout 0.10, batch 1024,
bf16, **4 эпохи**, seed 42 из `config.py`.
Данные: 14 хранимых каналов + `avail`/`dow_sin`/`dow_cos`; масштаб — деление на
поканальный RMS по существующим дням `≤ 2025-07-31` (прошлое всех четырёх фолдов).
Валидация: штатная S1 — фолды 09-04/09-18/10-02/10-16, `T + 30 ≤ V`,
train-панель 1-блочная, val-панель 3-блочная, wCV 1:2:4:8.
Железо: фолды 10-16 и 10-02 — RTX 4060 Ti (219 мс/шаг), фолды 09-18 и 09-04 и
тестовая модель — арендованная A10 (162 мс/шаг); конфигурация побитово одна.",unknown,unknown,unknown,unknown,accept,WORKTREE,experiments/exp_025_sequence_encoder.md,experiments/team_a_current/exp_025_sequence_encoder.md,03ddb8a201d743151c56aa8e0c3df43cd425fcb55fd501cc6f41dfdb20243337,7_primary_experiment_report
team_a_current:exp_026,team_a_current,exp_026,exp_026 — SEQ-02: усреднение сидов TCN и диагностика по глубине истории,ensembles_and_stacking,2026-08-13,"`exp_025` намерил у TCN собственный шум сида `Var(z₄₂ − z₄₃) = 0.02270` — втрое
выше пола сидов GBDT (0.00712). Отсюда ровно один вопрос: рекордное разнообразие
`SEQ-01` (`Var(z − z_mix) = 0.03749`, 5.27× пола) — это **новая функция** или
**шум обучения**, который усреднением сидов исчезнет?

Вопрос решается разложением, а не мнением. Если сид даёт `z_i = f + e_i` с
независимыми `e_i` дисперсии `s²`, то для среднего `k` сидов

    V_k = Var(z_(k) − mix) = D + s²/k

где `D` — устойчивая часть расхождения со смесью (новая функция), `s²/k` —
стохастическая. Двух точек (`k=1,2`) хватает, чтобы решить систему; третья
(`k=3`) эту модель **проверяет**. Независимая оценка того же `s²` берётся из
попарного `Var(z_i − z_j) = 2s²` — две оценки обязаны сойтись.

Архитектура, представление, таргет и схема валидации **не меняются**. Ни
Transformer, ни multi-horizon головы, ни SSL — это отдельные вопросы.",unknown,unknown,"### `ACCEPT` — как приём, но не как повод отправлять

Критерий успеха постановки («fixed-CAP LOFO ≤ −0.002 **либо результат
максимально близкий с устойчивым знаком 4/4**») выполнен во второй ветке:
−0.00169 честно, 4/4 на всех трёх вариантах, монотонный рост 1→2→3 сида.
Усреднение сидов принимается в рецепт `SEQ` постоянно.

Гипотеза «разнообразие `SEQ-01` — это шум обучения» **опровергнута**: 64.8%
разнообразия пережило усреднение, предел 3.37× пола сидов.

Но: прирост к **уже отправленному** результату — −0.00060, порог отправки не
взят, а рычаг усреднения исчерпан (2→3 сида дали 0.00009).

### Ответы на вопросы постановки

1. **Насколько усреднение улучшило SEQ?** Одиночная wCV 1.75270 → **1.74963**
   (−0.00307), паритет со всей боевой смесью; честный LOFO −0.00106 → **−0.00169**
   (+59%). Рычаг исчерпан: 1→2 дало −0.00054, 2→3 только −0.00009.
2. **Сколько разнообразия осталось?** `Var(z − z_mix)` 0.0371 → 0.02844 при
   `k=3`, предел **0.02402 = 3.37× пола сидов**. **64.8% было новой функцией,
   35.2% — шумом.** Контроль неизменен: другой GBDT даёт 0.96× пола.
3. **Какой fixed-CAP LOFO получен?** **−0.00169** честно (в выборке −0.00174),
   **4/4 фолда** включая 10-16 (−0.00139). Относительно уже отправленного
   сабмита — −0.00060.
4. **Какая глубина безопаснее?** **Полная.** На 4 фолдах и 3 сидах минимум
   всегда на максимуме доступного, кривая проходит границу обученной глубины
   без излома, предельная польза дня к 289 падает до 13×10⁻⁶.
   `--depth-clip` — ошибка, стоившая −0.0009…−0.0026 на фолд.
5. **Сколько занимает полный сид?** **1.33 ч** на A10 (4802 с на 4 фолда)
   против 2.42 ч eager и ≈4.5 ч в `exp_025`. Ускорение ×1.8 к eager, ×3.4 к
   исходной схеме.
6. **Вердикт:** `ACCEPT` (см. выше).
7. **Следующий эксперимент:** `SEQ-03`, кривая ёмкости энкодера (ниже).",unknown,unknown,unknown,unknown,unknown,accept,WORKTREE,experiments/exp_026_seq_seed_averaging.md,experiments/team_a_current/exp_026_seq_seed_averaging.md,5f3778b5e84e7229df5d789a39bba52edb4b72c876130a2100f2841c1950fecc,7_primary_experiment_report
team_a_current:exp_027,team_a_current,exp_027,exp_027 — SEQ-DEPTH: почему `SEQAVG3-MIX` провалился на LB,ensembles_and_stacking,2026-08-13,"Между двумя сабмитами изменились ТРИ вещи сразу: усреднение сидов, веса смеси и
политика глубины (`--depth-clip 289` -> полные 365). Главный подозреваемый —
глубина: `exp_026` намерил на тесте `Var(z_full − z_clip289) = 0.08990`, тогда как
локальный выигрыш всей перестройки составлял −0.00060 и глубину не измерял вовсе.

Но «подозреваемый» не значит «виновный»: нужно (1) отделить оси друг от друга
количественно и (2) воспроизвести режим теста локально. Раньше это не делалось.",unknown,unknown,"### `ACCEPT` как диагностика; политика глубины на тесте — `clip 289`

Причина провала найдена, измерена на трёх сидах и пяти конфигурациях, и она
структурная, а не статистическая.

### Ответы на вопросы постановки

1. **Что стало причиной +0.0051372?** **Политика глубины**, и не через ось
   «сколько данных», а через ось «вышел ли вход из прожитого режима».
   Усреднение (`Var(Δz)` 0.00128) и веса (0.00097) вместе объясняют менее 15%
   даже по верхней оценке; глубина даёт 0.01819. Взаимодействие тоже есть, но
   одностороннее: новые веса подняли долю SEQ с 0.30 до 0.45 и тем самым
   **усилили вред глубины в 2.25 раза** (`Var` 0.00809 -> 0.01819).
2. **Что показывает стресс при +60…+80?** Монотонность **не сохраняется**:
   появляется внутренний оптимум (+49 у сида 43, +70 у сида 44, положение растёт
   с размером экстраполяции: +42 -> +52 -> +65), дальше деградация. Но полная
   глубина всё равно лучше обрезки на обученной (−0.0037 при +77), а усадка
   `α = 0.75` лучше обеих (−0.0041, 7/7 LOFO). То есть **сам по себе размер
   экстраполяции провал не объясняет** — на истории эта ось в плюсе. Объясняет
   его то, чего в стрессе нет по построению: `avail ≡ 1`.
3. **Был ли вывод «full depth безопаснее clip289» ошибочным?** **Да, но не там,
   где его проверяли.** Как утверждение о валидации он верен и подтверждён заново
   на 7 новых парах. Как утверждение о тесте он неверен, потому что на тесте
   обрезка 289 делает вторую, неизмерявшуюся вещь — держит `avail` в единственном
   прожитом режиме. Цена её снятия +0.0034…+0.0044 против выигрыша −0.0037.
   Ошибка не в кривой, а в переносе: `exp_026` сравнил локальные числа рецепта
   с обрезкой с LB рецепта без обрезки.
4. **Какая политика теперь?** **`--depth-clip 289`, то есть `α = 0`.** Не потому,
   что лишние данные вредны — они полезны, — а потому, что взять их этой
   архитектурой можно только вместе с непокрытым `avail`. Историческое `α* = 0.75`
   при всей своей устойчивости (7/7) переносу не подлежит: на тесте оно
   подмешивает 75% непокрытого режима. Правильный способ забрать эти −0.0041 —
   не подбор `α`, а аугментация глубины при обучении (см. ниже).
5. **Полезен ли `AVG3` после возврата обрезки?** **Да.** Усреднение — ось A,
   `Var(Δz)` 0.00128, и она была в плюс: честный LOFO −0.00055 к отправленному
   сабмиту, 4/4 фолда. Его утопила глубина, а не он сам.
6. **Лучший честный LOFO?** `CAP + E02 + DIST + SEQ-AVG3` — −0.00055, 4/4,
   на один компонент меньше и вдвое устойчивее по весам, чем полная смесь.
7. **Кандидаты на завтра, НЕ отправлять автоматически** (оба в полосе «в
   разработку» −0.0020…−0.0005, а не «отправлять»; при переносе 0.57 ожидание
   LB ≈ 1.64986, то есть ~1.3 парных SE):
   - **`SEQ-AVG3 @ clip289` + `CAP+E02+DIST+SEQ` 0.10/0.20/0.25/0.45** — честный
     LOFO −0.00055, 4/4, самые устойчивые веса. **Требует 40 секунд inference на
     сохранённых тестовых моделях сидов 43/44 — которых нет** (см. §Что мешало),
     то есть сначала два прогона `seq predict` на нормальном GPU.
   - **`SEQ-AVG3 @ clip289` + полная смесь 0.10/0.15/0.10/0.20/0.45** — тот же
     честный −0.00055, но на компонент больше; страховочный вариант, если решим
     не менять состав смеси одновременно с политикой глубины.

   Сегодня точно собираемого кандидата лучше текущего чемпиона **нет**: при
   единственном доступном тестовом прогнозе с обрезкой (сид 42) LOFO даёт
   +0.00008 к уже отправленным весам, то есть `SEQ-01-MIX` уже в оптимуме.
8. **Вердикт:** `ACCEPT` как диагностика. Отправлять сегодня нечего.",unknown,unknown,unknown,unknown,40,accept,WORKTREE,experiments/exp_027_depth_support.md,experiments/team_a_current/exp_027_depth_support.md,f6ceb33790a29d4f7c351bef5c865044ff5ce18bbcb901e35e0aba6b0a67791d,7_primary_experiment_report
team_a_current:exp_028,team_a_current,exp_028,exp_028 — FRESH-DIST-MIX: аудит максимально свежей supervision,production_integration_and_provenance,2026-08-13,"Дообучить текущий production `S1-DIST-MIX` на всех физически размеченных
cutoff'ах до `2026-01-14`, не меняя признаки, таргет, модели, параметры, веса
`0.15/0.30/0.10/0.45`, log-space blend и уровень `L*=2.3293`. Ожидание — убрать
искусственный temporal gap и получить сигнал от самой свежей supervision.","Планировалось изменить только production train range: 29 чистых cutoff'ов
`2025-04-03..2025-10-16` → их объединение с 13 поздними cutoff'ами
`2025-10-22..2026-01-14`. Эксперимент остановлен на обязательном аудите до
обучения: поздние метки загрязнены правилом отбора 250 000 пользователей.",unknown,"**REJECT до обучения.** Последние 13 cutoff'ов полностью наблюдаемы по календарю,
но систематически загрязнены будущим условием включения пользователя в датасет.
Главная гипотеза в заявленном виде повторяет закрытый `e08`; рост строк на 51.4%
не компенсирует selection leakage, уже стоивший около `+0.054 RMSLE` на чистом
holdout. `S1-DIST-MIX` и текущий лучший pipeline не меняются.

`submission_FRESH_DIST_MIX.csv` не собран и не достоин одного из двух последних
LB-сабмитов. Безопасное использование этих 13 cutoff'ов — отдельная гипотеза
про интенсивную conditional-модель на `y>0` (`STRATEGY_04`), а не разрешение
добавить их в полный winning pipeline.","Обучение не запускалось по стоп-правилу задачи. Аудит воспроизвёл production
grid через `cutoff_grid(min_history=90, step=7)`, target `(T,T+30]`, 1-block
train panel, данные строго до `2026-02-13`; seed/model params не применялись.",unknown,unknown,unknown,unknown,reject,WORKTREE,experiments/exp_028_fresh_dist_mix.md,experiments/team_a_current/exp_028_fresh_dist_mix.md,278fa0fcf4159ba04f2368d2261deec8d82ed5d5af08f67c463f5a1db1c80721,7_primary_experiment_report
team_a_current:exp_029,team_a_current,exp_029,exp_029 — SEQ-AVAIL-AUG: train-time augmentation канала `avail`,ensembles_and_stacking,2026-08-14,"`exp_027` отделил полезность дополнительных дней истории от OOD канала `avail`:
при полной глубине test получает `avail ≡ 1`, хотя ни один train cutoff такого
состояния не видел. Проверялось, можно ли ввести этот край в train простой
аугментацией одного канала, не меняя архитектуру, target, supervision и ensemble.","Train-only `sample_avail_shift` переводит последние позиции ведущего префикса
`avail=0` в `avail=1`; 14 behavioral channels и target остаются побитово прежними.
Validation/test не аугментируются. Проверены две точки:

- `B`: `avail_bnd(p=0.5, full=0.5)` — 25% примеров получают `avail ≡ 1`, ещё
  примерно 25% — случайную промежуточную границу;
- `A25`: `avail_drop(p=0.25)` — те же 25% крайних `avail ≡ 1`, без jitter
  промежуточных границ.

BASE использует `aug=none`. Контроль переобучен в том же локальном eager-режиме:
его 1.74808 отличается от исторического seed-42 1.74704 на +0.00104, поэтому все
дельты считаются только к свежему BASE. Это укладывается в известную высокую
нестабильность TCN (`exp_025`/`exp_026`).",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_029_seq_avail_aug.md,experiments/team_a_current/exp_029_seq_avail_aug.md,f4808ec407ce1be4a1dfce2bac2d0d885a5fb0b241c6b170aa7a0abd744f88fc,7_primary_experiment_report
team_a_current:exp_030,team_a_current,exp_030,exp_030 — SEQ-D3A: depth curriculum (случайная обрезка реальных дней),production_integration_and_provenance,2026-08-18,"`exp_027` показал: главная ось провала `SEQAVG3-MIX` на LB — глубина истории.
`exp_029` попробовал ввести край в обучение аугментацией **только канала `avail`** и
получил REJECT: OOD-режим ушёл, но польза длинной истории сжалась на 33–47 % —
инвариантность была куплена частичным игнорированием истории.

EXP-030 меняет не маску, а саму историю: во время обучения вход с вероятностью
`p = 0.5` обрезается до `D ~ U{90, 120, 150, 180, 220, 254, 289}` **реальных** дней.
Ожидание: энкодер научится читать префиксы разной длины, и переход к большей
глубине перестанет быть экстраполяцией.","Один флаг `--depth-aug 0.5` в сборке обучающего батча. Архитектура, target,
optimizer, число эпох, seed и порядок батчей — те же.

Ключевой инвариант приёма (тест `test_depth_sample_is_bitwise_the_production_depth_clip`):
`depth_sample = D` даёт **побитово тот же вход**, что боевой `--depth-clip D`.
Поведенческие каналы и `avail` режутся согласованно, календарные — нет, таргет
не участвует. Обрезка только ДОБАВЛЯЕТ позиции `avail = 0`, поэтому режим
`avail ≡ 1` остаётся непрожитым и политика теста остаётся `--depth-clip 289`.",unknown,unknown,"`dilated causal TCN`, hidden 64, blocks 8, kernel 3, dropout 0.10, batch 1024,
lr 3e-3 AdamW cosine, wd 1e-2, epochs 4, bf16, 245 633 параметра, окно 365 дней,
17 каналов, seed 42 (из `config.py`), train-панель 1-блочная, val 3-блочная,
cutoff'ы `T + 30 ≤ V`, шаг 7. Единственное отличие варианта: `--depth-aug 0.5`,
`--depth-grid 90 120 150 180 220 254 289`.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_030_seq_depth_curriculum.md,experiments/team_a_current/exp_030_seq_depth_curriculum.md,94ae332f72ca8d9d35ecbb26b8fa29c7cad8eacb8558ee4f6452ee3cbcf9caf5,7_primary_experiment_report
team_a_current:exp_030b,team_a_current,exp_030b,exp_030b — SEQ-D3A-S43: разделяющий замер провала фолда 09-18,neural_sequence_models,2026-08-19,unknown,unknown,unknown,unknown,"`dilated causal TCN`, hidden 64, blocks 8, kernel 3, dropout 0.10, batch 1024,
lr 3e-3 AdamW cosine, wd 1e-2, epochs 4, bf16, 245 633 параметра, окно 365 дней,
17 каналов, **seed 43**, train-панель 1-блочная, val 3-блочная, cutoff'ы
`T + 30 ≤ V`, шаг 7, фолд 2025-09-18. Отличие варианта от BASE — `--depth-aug 0.5`,
`--depth-grid 90 120 150 180 220 254 289`.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_030b_seq_d3a_seed43.md,experiments/team_a_current/exp_030b_seq_d3a_seed43.md,1daf3d12f6b855964bcdec9b45cf9577ee17c2b8a2e523a4ccad5888ad579c79,7_primary_experiment_report
team_a_current:exp_030c,team_a_current,exp_030c,exp_030c — SEQ-D3A-MS: подтверждение depth curriculum на 3 сидах × 4 фолдах,neural_sequence_models,2026-08-19,unknown,unknown,unknown,unknown,"`dilated causal TCN`, hidden 64, blocks 8, kernel 3, dropout 0.10, batch 1024,
lr 3e-3 AdamW cosine, wd 1e-2, epochs 4, bf16, 245 633 параметра, окно 365 дней,
17 каналов, train-панель 1-блочная, val 3-блочная, cutoff'ы `T + 30 <= V`.
Вариант: `--depth-aug 0.5`, сетка `90 120 150 180 220 254 289` (не менялась).
Сиды 42 / 43 / 44. На A10 добавлен `--compile` — у обоих членов пары.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_030c_seq_d3a_multiseed.md,experiments/team_a_current/exp_030c_seq_d3a_multiseed.md,e2d23ea7fb1956226d8b8d16488e6714869807df492f21062b8e9dad7d47516d,7_primary_experiment_report
team_a_current:exp_032:exp_032_s04_cond_fresh_pilot,team_a_current,exp_032,exp_032 — S04-SEQ: conditional intensity head на CLEAN+EXTRA (пилот + 4 фолда),neural_sequence_models,2026-08-19,"`E[z|x] = P(y>0|x) · E[z | y>0, x]`, и в лог-пространстве это ТОЧНО, потому что
`z = log1p(y) = 0` при `y = 0` (тест `test_two_part_decomposition_is_exact_in_log_space`).
`exp_028` закрыл поздние cutoff'ы `2025-10-22..2026-01-14` для полной модели:
панель отобрана по будущей активности, поэтому `P(активность) = 0.98..1.00`
вместо естественных ~0.90. Но правило отбора смотрит на активность, а не на
покупку и не на её величину, значит на строках `y > 0` оно не связывающее
(`STRATEGY_04` §2–3). Вопрос: даёт ли свежая supervision этих 13 cutoff'ов
сигнал о ВЕЛИЧИНЕ покупки, не трогая экстенсив.","Ничего в энкодере. Берётся готовый чекпойнт `SEQ-D3A-BASE-S42-V1016` (штатный
BASE seed 42 фолда 10-16, `aug=none`, epochs 4), замораживается, и поверх его
pooled-эмбеддингов обучаются две головы: `P(y>0)` — только на CLEAN, и
`mu_pos = E[z | y>0]` — на CLEAN либо на CLEAN+EXTRA. Прогноз `ẑ = p̂ · (μ̂ + ĉ)`.",unknown,unknown,"Энкодер: `dilated causal TCN`, hidden 64, blocks 8, kernel 3, dropout 0.10,
окно 365 дней, 17 каналов, 245 633 параметра, seed 42, **заморожен**.
Головы: `Linear(192→64) → GELU → Dropout(0.1) → Linear(64→1)`, AdamW lr 1e-3,
wd 1e-2, cosine + warmup 200, batch 8 192, 4 эпохи по объёму CLEAN-положительных
(1 296 шагов), seed из `config.SEED`.
Выборки фолда 10-16: CLEAN 24 cutoff'а 2025-04-03..2025-09-11, 4 955 174 строки
(доля `y>0` 0.5342); EXTRA 13 cutoff'ов 2025-10-22..2026-01-14, 887 996
положительных строк группы B. У ранних фолдов CLEAN короче (18/20/22 cutoff'а по
правилу `T + 30 <= V`), EXTRA один и тот же на всех фолдах — он от фолда не
зависит. Валидация — штатная 3-блочная панель фолда, метрика на группе A.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_032_s04_cond_fresh_pilot.md,experiments/team_a_current/exp_032_s04_cond_fresh_pilot.md,b797ecd44a7a7af51be03f6833d9339550a37f494aae4f7f0f450f095cbb3f3b,7_primary_experiment_report
team_a_current:exp_032:exp_032_s04_conditional_fresh_seq,team_a_current,exp_032,EXP-032 — S04: Conditional Fresh Supervision for SEQ,neural_sequence_models,unknown,"Поздние `EXTRA` cutoff'ы содержат более актуальную информацию о **величине покупки**
и пользовательском spending regime ближе к test-периоду.

Если использовать их только среди строк `y30 > 0`, не обучая на них вероятность покупки,
можно улучшить оценку:

`mu_pos = E[log1p(GMV_30) | y30 > 0]`

без внесения selection leakage в extensive-компонент.

---",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/EXP_032_S04_conditional_fresh_seq.md,experiments/team_a_current/EXP_032_S04_conditional_fresh_seq.md,0c855b117afc727704f5d3199a23e60067638204c20af85a3649b7f09cf6a6f1,7_primary_experiment_report
team_a_current:exp_032b,team_a_current,exp_032b,exp_032b — EXP-032B: боевой экстенсив под свежий conditional интенсив,other_or_unknown,2026-08-19,unknown,unknown,unknown,unknown,"Экстенсив: `S1-DIST` как в `exp_014` — `dist` (multiclass, 16 бинов `z`,
центроиды по train), `L=None`, `min_history=90`, `norm_long`, шаг 7,
train-панель 1-блочная, val-панель 3-блочная, 250 раундов, `LGB_PARAMS` и
`SEED=42` из `config.py`, 12 потоков; 18/20/22/24 обучающих cutoff'а на фолд;
4 579 с на четыре фолда одним процессом.

Интенсив: без изменений относительно `exp_032` — энкодер `dilated causal TCN`,
hidden 64, blocks 8, kernel 3, dropout 0.10, окно 365 дней, 17 каналов,
245 633 параметра, **заморожен**; головы `Linear(192→64) → GELU → Dropout(0.1) →
Linear(64→1)`, AdamW lr 1e-3, wd 1e-2, cosine + warmup 200, batch 8 192, 4 эпохи
по объёму CLEAN-положительных, сиды голов 42/43/44, `--extra-depth-clip 289`.",unknown,unknown,unknown,unknown,unknown,WORKTREE,experiments/exp_032b_prod_extensive.md,experiments/team_a_current/exp_032b_prod_extensive.md,687c30cdde2ecd1d360375cfaa476c24fb09ee88754e2f32eb69734fde6be097,7_primary_experiment_report
team_a_current:exp_035,team_a_current,exp_035,exp_035 — MIX9: выбор SEQ-члена смеси и сборка `SEQ-AVG3-CLIP-MIX`,ensembles_and_stacking,2026-08-19,"`SEQ-D3A` подтверждён как приём (`exp_030c`: ΔwCV −0.00095, 3 сида × 4 фолда),
но соло-дельта не отвечает на вопрос о смеси: `exp_032b` только что показал, что
**лучший одиночный скор может дать худший вклад**. Проверяется, обгоняет ли
`D3A-AVG3` в слоте SEQ известный кандидат `SEQ-AVG3 @ clip289` (`exp_027` §7).","Один член смеси — содержимое слота SEQ; веса `CAP/E02/DIST/SEQ` = 0.10/0.20/0.25/0.45
фиксированы, поиск ограничен долей SEQ из {0.40, 0.45, 0.50} при `CAP` = 0.10.",unknown,"`ACCEPT` как кандидат, `KEEP` для `SEQ-D3A` без изменения статуса.

Честный LOFO −0.00055, 4/4 фолда включая 10-16, — полоса «в разработку»
(−0.0020…−0.0005), порога отправки не берёт. При переносе SEQ 0.57 ожидание LB
**≈ 1.64986**, то есть ~1.3 парной SE (0.00025) к 1.6501764. Знак ожидается
уверенно, величина — нет.

`SEQ-D3A` в смесь не идёт **не потому, что приём плох** (в смеси он даёт
−0.00016 против своей парной базы, и это чистая внутрисредовая величина), а
потому, что он не отличим от более дешёвого и уже частично проверенного варианта.","Тестовые модели: `dilated causal TCN`, hidden 64, blocks 8, kernel 3, dropout 0.10,
batch 1024, lr 3e-3 AdamW cosine, wd 1e-2, **4 эпохи**, bf16, 245 633 параметра,
окно 365 дней, 17 каналов, train-панель 1-блочная, 29 обучающих cutoff'ов
(`MIN_HISTORY` 90, шаг 7, до `CORRIDOR_END`), сиды 43 и 44, `--compile`,
inference `--depth-clip 289`. Отбор: OOF `S1-E03a`, `S1-E02`, `S1-DIST`,
`SEQ-01-S4*`, `SEQ-AVG3`, `SEQ-D3A-*` — всё с диска, ничего не переобучалось.",unknown,unknown,unknown,unknown,accept,WORKTREE,experiments/exp_035_mix9_seq_slot.md,experiments/team_a_current/exp_035_mix9_seq_slot.md,f65bbe47eb0f98bd0cdcedb36f92401ca97329eb9fc738f32ed4b3e42570ae69,7_primary_experiment_report
