file_model_submission,kind,exists,purpose,target,features,train_cutoffs,validation,test_inference,dependencies,reproducibility,status,leaderboard_score,rows,sha256
team-b/src/behavior_feature_eval.py,source,True,behavior_v1 feature importance/permutation diagnostics,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,121b010e2f519a39cb5c413e296a1e4bbf37322fa3369f5dfdf605d46680254b
team-b/src/cat_xgb_blend.py,source,True,five-component exp024 validation/submit pipeline,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,65ecf7157bf1d49a6323165ed984bb30a12d8948834eef58cd0c28a7f8407820
team-b/src/catboost_blend.py,source,True,three-component CatBoost diversity experiment,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,95dec1544597b66d70fd5957de1bc10521b7f2c3f090b3598fdf34fd0e1a14fe
team-b/src/classifier_gate.py,source,True,rejected any-purchase classifier gate,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,475753e3b4bd2c475981c677271d2e591d2917a0999ba98e71d47c30bd7bc96f
team-b/src/config.py,source,True,paths/seed/target-day constants; validation cutoffs left unset,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,a711bda3bd84ab02f0fd547302f3a1ed08beccf2f6f067b111596e760c1f626d
team-b/src/dense_ensemble.py,source,True,dense weekly LightGBM recency/long_buy ensemble,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,71e2a117bc89fbb4f3a85e66e4fdd2ce1f13480a25dcb096bd93498f811af1ff
team-b/src/dist_head_ensemble.py,source,True,16-bin LightGBM distribution-head training and blend,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,fafa0e53e2bc4006f6acbebe6dd701980fe67dca6b6b7f47ea8b6d0ddc8c039b
team-b/src/ensemble.py,source,True,Team-B project file,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,9054d1e4be964efbbd93de0a1a3e2cdb7cf77ac95a1bd6161c007805c14b68b0
team-b/src/features.py,source,True,"cutoff-safe aggregate, post-order, and behavior_v1 feature builder with parquet cache",y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,4c8b1e8dfeddc4efd6d455e99c5b1b3e82dd82828f2fab7e013c958c557dbebc
team-b/src/model_blend_grid.py,source,True,three-component validation weight grid,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,20c4592e24bec85419984b8e332467f4cdf9ae2c69ebd80e16143c40e17400d5
team-b/src/post_order_ensemble.py,source,True,direct LightGBM post-order ensemble,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,8e5bc6e970776ad1a8061b3418111fb108d3b34240389035d773955166cc4a4b
team-b/src/predict.py,source,True,single-model and five-component handoff TEST inference,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,91bc9f47c69381b094e2303eae0667338704d6fa6c3afb907fb09248ec177e19
team-b/src/shap_behavior_v1.py,source,True,behavior_v1 SHAP diagnostics,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,1e322bcb2f89bfba1586f3e3f8b60e60b112e22c3172c83d2a5a3c1d30959979
team-b/src/submission_blend.py,source,True,post-hoc log-space submission blending and level alignment,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,b71ea85662b72ae07e34bc8fc2cb9ddbf1cad7393c7e026ad4b61837a636e1b8
team-b/src/train.py,source,True,target construction and five-component handoff trainer,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,31441c3096fc97dd8fbf4e808e81c9374f35b333c05b2a204b7bbbe12b71b102
team-b/src/validation.py,source,True,stub validation API; not used by later experiment scripts,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,c1bef539afcc0e4618e2de33d71fa89f2ec86ad2fbee70d8d79f7ab74ffe09ea
team-b/src/weight_grid.py,source,True,two-component recency/long_buy validation grid,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,422ac014876d149838a163f52035010547eb539d16682543614233f76fd4b751
team-b/src/xgboost_blend.py,source,True,four-component XGBoost validation/submit pipeline,y30 raw/log1p or 16-bin log1p,"see src/features.py; recency=152, long_buy_post_order=215, behavior_v1=329",script-local; exp024 TEST uses 2025-08-28..2025-10-16,two OOT folds for late ensemble scripts; report/table only otherwise,available in submit/predict scripts; no persisted TEST vector in team-b,"pandas,numpy,scikit-learn,lightgbm,catboost,xgboost,pyarrow,duckdb",source present; dependencies unpinned; cache lacks code/data fingerprint,PRESENT,,,b592245948f4204528de370abcf4a8f363a5f8727d3d7ece1f0d95f61e65fc55
team-b/STATE.md,report,True,claimed current status and scores,n/a,n/a,n/a,two OOT folds for late ensemble scripts; report/table only otherwise,n/a,n/a,artifact hashable,PRESENT,,,51a01c4fed19f031a5a493e58be78438d3a4b5b4d27a54a974fa2f5ba3beb129
model:recency_lgbm,logical_model,True,LightGBM direct z regression,log1p(y30),recency (152),last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,exp024 handoff weight=0.25,recency_lgbm,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:post_order_dist_lgbm,logical_model,True,LightGBM 16-bin distribution head,16 classes from log1p(y30),long_buy_post_order (215),last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,exp024 handoff weight=0.10,post_order_dist_lgbm,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:behavior_dist_lgbm,logical_model,True,LightGBM 16-bin distribution head,16 classes from log1p(y30),behavior_v1 (329),last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,exp024 handoff weight=0.20,behavior_dist_lgbm,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:behavior_xgboost,logical_model,True,XGBoost direct z regression,log1p(y30),behavior_v1 (329),last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,exp024 handoff weight=0.25,behavior_xgboost,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:behavior_catboost,logical_model,True,CatBoost direct z regression,log1p(y30),behavior_v1 (329),last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,exp024 handoff weight=0.20,behavior_catboost,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:any_purchase_gate,logical_model,True,LightGBM binary classifier; rejected exp014,I(y30>0),recency,last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,none,any_purchase_gate,no saved model object; retraining required,LOGICAL_ONLY_NO_MODEL_FILE,,,
model:SEQ,logical_model,False,not present in Team-B,n/a,n/a,last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,none,SEQ,no saved model object; retraining required,ABSENT,,,
model:ETX,logical_model,False,not present in Team-B,n/a,n/a,last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,none,ETX,no saved model object; retraining required,ABSENT,,,
model:Ridge,logical_model,False,not present in Team-B,n/a,n/a,last 8 clean weekly cutoffs for TEST,two single-cutoff OOT folds; selected blend is non-nested,none,Ridge,no saved model object; retraining required,ABSENT,,,
submissions/exp_008_recency_lightgbm_scale064.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6577160296099915,250000.0,d58340df0b189091bd29e8938f7b408dfaff31715c649f160ca43e9d03aae581
submissions/exp_009_recency_long_buy_lgbm_logens.csv,submission,True,scored Team-B TEST submission,raw GMV serialized from log-space prediction,varies by experiment; see experiment report and source,8 clean weekly cutoff panels for exp011+; earlier scripts vary,public LB plus local validation,TEST cutoff 2026-02-14,persisted CSV,vector present; primary model/OOF files absent,PRESENT_SCORED,1.6568530995317488,250000.0,59dd03fdc0f261268fab1092e9be01044e276d3d6229b382ef52fadfe2ed1893
