sha256,size_bytes_each,copies,aggregate_bytes,canonical_path,path,duplicate_of,type
dbebc9818dad65bf434c68e3cf4961516527690ff08797b1b7acd377a46e9193,4096981,2,8193962,artifacts/BTYD_STABLE_EXP051/rfm_20251016.npz,artifacts/BTYD_DAY_BGNBD_EXP047_V2/rfm_20251016.npz,artifacts/BTYD_STABLE_EXP051/rfm_20251016.npz,other
dbebc9818dad65bf434c68e3cf4961516527690ff08797b1b7acd377a46e9193,4096981,2,8193962,artifacts/BTYD_STABLE_EXP051/rfm_20251016.npz,artifacts/BTYD_STABLE_EXP051/rfm_20251016.npz,,other
34bf5908d2c490ac66bb28a5c6efdfd17edf3675641ef37a8f104d82a1fb0676,9603,2,19206,artifacts/BURST_GAP_EXP054/summary.json,artifacts/BURST_GAP_EXP054/preflight_verdict.json,artifacts/BURST_GAP_EXP054/summary.json,other
34bf5908d2c490ac66bb28a5c6efdfd17edf3675641ef37a8f104d82a1fb0676,9603,2,19206,artifacts/BURST_GAP_EXP054/summary.json,artifacts/BURST_GAP_EXP054/summary.json,,metrics_or_diagnostics
440c05cb6b3f0a72472c1979d2aa65dfcb2cf484331dcc8e24710a15fa422d88,1015687,2,2031374,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S42-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S42-V1016/snapshot_step_00000.pt,,checkpoint_or_model
440c05cb6b3f0a72472c1979d2aa65dfcb2cf484331dcc8e24710a15fa422d88,1015687,2,2031374,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S42-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYTRUE-S42-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S42-V1016/snapshot_step_00000.pt,checkpoint_or_model
bb110ef3c8f9c9ec199c5780dbe11edfe5840ad6ee4a2e4b0519876fa32f7e8b,1015623,2,2031246,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S43-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S43-V1016/snapshot_step_00000.pt,,checkpoint_or_model
bb110ef3c8f9c9ec199c5780dbe11edfe5840ad6ee4a2e4b0519876fa32f7e8b,1015623,2,2031246,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S43-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYTRUE-S43-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S43-V1016/snapshot_step_00000.pt,checkpoint_or_model
bf5cb9518571213c079476e9a84e0d7bdff4bf4d34b8541202c101b425d17d4e,1015623,2,2031246,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S44-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S44-V1016/snapshot_step_00000.pt,,checkpoint_or_model
bf5cb9518571213c079476e9a84e0d7bdff4bf4d34b8541202c101b425d17d4e,1015623,2,2031246,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S44-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYTRUE-S44-V1016/snapshot_step_00000.pt,artifacts/BUYCTRL_DET_EXP045/arms/BUYSHUF-S44-V1016/snapshot_step_00000.pt,checkpoint_or_model
c62b91b28c609c060f6bd01075b464c478ab24f54b8d92e61db99df3bf28f8ee,533,2,1066,artifacts/curve_SEQ-03A-BASE-S42-V1016.json,artifacts/curve_SEQ-03A-BASE-S42-V1016.json,,metrics_or_diagnostics
c62b91b28c609c060f6bd01075b464c478ab24f54b8d92e61db99df3bf28f8ee,533,2,1066,artifacts/curve_SEQ-03A-BASE-S42-V1016.json,artifacts/curve_SEQ-D3A-BASE-S42-V1016.json,artifacts/curve_SEQ-03A-BASE-S42-V1016.json,metrics_or_diagnostics
f2eecfb4836e90eb0c676272c72293109aecddd246b841a614d66d65456c702f,1000739,2,2001478,artifacts/DET_PAIR/run1/snapshot_step_00000.pt,artifacts/DET_PAIR/run1/snapshot_step_00000.pt,,checkpoint_or_model
f2eecfb4836e90eb0c676272c72293109aecddd246b841a614d66d65456c702f,1000739,2,2001478,artifacts/DET_PAIR/run1/snapshot_step_00000.pt,artifacts/DET_PAIR/run2/snapshot_step_00000.pt,artifacts/DET_PAIR/run1/snapshot_step_00000.pt,checkpoint_or_model
7c03595ad050c423f77164e88b9dc389875c0c88fb5cdfcdbdf1cb5ed1a68015,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_00001.pt,artifacts/DET_PAIR/run1/snapshot_step_00001.pt,,checkpoint_or_model
7c03595ad050c423f77164e88b9dc389875c0c88fb5cdfcdbdf1cb5ed1a68015,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_00001.pt,artifacts/DET_PAIR/run2/snapshot_step_00001.pt,artifacts/DET_PAIR/run1/snapshot_step_00001.pt,checkpoint_or_model
f965dc3bff80d4a6ddda51a749baa135553401a65df7141a4fc0d1ed7388813c,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_00100.pt,artifacts/DET_PAIR/run1/snapshot_step_00100.pt,,checkpoint_or_model
f965dc3bff80d4a6ddda51a749baa135553401a65df7141a4fc0d1ed7388813c,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_00100.pt,artifacts/DET_PAIR/run2/snapshot_step_00100.pt,artifacts/DET_PAIR/run1/snapshot_step_00100.pt,checkpoint_or_model
754f948508eb8ed81a911e930e5e85946a734b44cd282641ce58db1a2aa9313a,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_01000.pt,artifacts/DET_PAIR/run1/snapshot_step_01000.pt,,checkpoint_or_model
754f948508eb8ed81a911e930e5e85946a734b44cd282641ce58db1a2aa9313a,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_01000.pt,artifacts/DET_PAIR/run2/snapshot_step_01000.pt,artifacts/DET_PAIR/run1/snapshot_step_01000.pt,checkpoint_or_model
808853ab6f658b25be4eefe3e2af19a41ff7eecbb46826457eb912b67bf14ed7,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_04842.pt,artifacts/DET_PAIR/run1/snapshot_step_04842.pt,,checkpoint_or_model
808853ab6f658b25be4eefe3e2af19a41ff7eecbb46826457eb912b67bf14ed7,3012551,2,6025102,artifacts/DET_PAIR/run1/snapshot_step_04842.pt,artifacts/DET_PAIR/run2/snapshot_step_04842.pt,artifacts/DET_PAIR/run1/snapshot_step_04842.pt,checkpoint_or_model
3dfc264c78cdc905253f6a322dc3cf778228021fcf5b6192703b54e387ae60d5,789644,2,1579288,artifacts/DET_PAIR/run1/z_raw.npy,artifacts/DET_PAIR/run1/z_raw.npy,,other
3dfc264c78cdc905253f6a322dc3cf778228021fcf5b6192703b54e387ae60d5,789644,2,1579288,artifacts/DET_PAIR/run1/z_raw.npy,artifacts/DET_PAIR/run2/z_raw.npy,artifacts/DET_PAIR/run1/z_raw.npy,other
092753d7a7f9b9b08d3e1c4c4e41e4c1be8da23670d335e9923570f17a3f5166,1351,2,2702,artifacts/ETX1_test_ETX-01-S42.log,artifacts/ETX1_test_ETX-01-S42.log,,other
092753d7a7f9b9b08d3e1c4c4e41e4c1be8da23670d335e9923570f17a3f5166,1351,2,2702,artifacts/ETX1_test_ETX-01-S42.log,пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/logs/ETX1_test_ETX-01-S42.log,artifacts/ETX1_test_ETX-01-S42.log,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/ETX2_LOCAL_ALLDONE,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/HOLIDAY-YOY_cv.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/HOLIDAY-YOY_diagnostic.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/SEQ4_SEQ-03A-A25-S42.err.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/SEQ4_curve_A25.err.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/SEQ4_depth_A25.err.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/SEQ4_depth_B.err.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/SEQ4_depth_BASE.err.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_dist.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_dist_mid.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_e02.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_e03a.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_e03a_low.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_e10.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_e10_low.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/gap_k11.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/sample_tb0.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/sample_tb0_s43.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/sample_tb0_s44_retry.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,artifacts/tier_a_predict.stderr.log,src/__init__.py,other
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,src/__init__.py,,code
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,22,0,src/__init__.py,пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/pipeline/src/__init__.py,src/__init__.py,code
89368bd461f737993d5a013cf996a5f3c720acf7e4e616795140adbb072604b9,1338,2,2676,artifacts/ETX2_test_ETX-01-S43.log,artifacts/ETX2_test_ETX-01-S43.log,,other
89368bd461f737993d5a013cf996a5f3c720acf7e4e616795140adbb072604b9,1338,2,2676,artifacts/ETX2_test_ETX-01-S43.log,пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/logs/ETX2_test_ETX-01-S43.log,artifacts/ETX2_test_ETX-01-S43.log,other
0e4e74e078b1ae8b9002efaa61898790de4d241ea1430668803c0a27a00715ac,1342,2,2684,artifacts/ETX2_test_ETX-01-S44.log,artifacts/ETX2_test_ETX-01-S44.log,,other
0e4e74e078b1ae8b9002efaa61898790de4d241ea1430668803c0a27a00715ac,1342,2,2684,artifacts/ETX2_test_ETX-01-S44.log,пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/logs/ETX2_test_ETX-01-S44.log,artifacts/ETX2_test_ETX-01-S44.log,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-DIST-K5-G030-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-DIST-K5-G060-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-DIST-K5-G120-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K11-G030-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K11-G060-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K11-G090-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K11-G120-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K5-G030-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K5-G060-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K5-G090-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_GAP-E10-K5-G120-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-DIST-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-DIST-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-E10.txt,,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-E11.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-ROUNDS-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-ROUNDS-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-ROUNDSL-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-ROUNDSL-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED43-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED43-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED44-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED44-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED45-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED45-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED46-A.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_S1-SEED46-B.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_SAMPLE-DENSE-S3-F422-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_SAMPLE-TB0-S42.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_SAMPLE-TB0-S43.txt,artifacts/feats_S1-E10.txt,other
bfc340662ae46276a909edbcc215fa4c6ed7df6f6ca5edd12360f6a870afc46a,3423,31,106113,artifacts/feats_S1-E10.txt,artifacts/feats_SAMPLE-TB0-S44.txt,artifacts/feats_S1-E10.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_GAP-E02-K5-G030-S42.txt,artifacts/feats_S1-B0.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_GAP-E02-K5-G060-S42.txt,artifacts/feats_S1-B0.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_GAP-E02-K5-G090-S42.txt,artifacts/feats_S1-B0.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_GAP-E02-K5-G120-S42.txt,artifacts/feats_S1-B0.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_S1-B0.txt,,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_S1-E01.txt,artifacts/feats_S1-B0.txt,other
57f425cb5dab5654d137709dd74d5277f4272df1828b431f7b00afe7fed74683,3543,7,24801,artifacts/feats_S1-B0.txt,artifacts/feats_S1-E02.txt,artifacts/feats_S1-B0.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K11-G030-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K11-G060-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K11-G090-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K11-G120-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K5-G030-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K5-G060-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K5-G090-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_GAP-E03A-K5-G120-S42.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_S1-E03a.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_S1-E03b.txt,artifacts/feats_S1-E04.txt,other
30f3d7e77fd62c740d6d0b3260fbe82c90ac9563b1833e39ca484106bfd61fb9,2902,11,31922,artifacts/feats_S1-E04.txt,artifacts/feats_S1-E04.txt,,other
f6626d859d86f677d7d7ae11ea643dd784896e9986de500c161c70cdd5a85d55,3879,13,50427,artifacts/feats_PT-SMOKE.txt,artifacts/feats_PT-FULL-S42-A.txt,artifacts/feats_PT-SMOKE.txt,other
f6626d859d86f677d7d7ae11ea643dd784896e9986de500c161c70cdd5a85d55,3879,13,50427,artifacts/feats_PT-SMOKE.txt,artifacts/feats_PT-FULL-S42-B.txt,artifacts/feats_PT-SMOKE.txt,other
